Date,Hour,Minute,DayOfWeek,IsWeekend,Location,Weather,VehicleCount,AverageSpeed,Congestion
2025-08-10,16,15,6,1,Ballupur Chowk,Fog,485,45.6,Low
2025-05-09,22,45,4,0,Dharampur Chowk,Cloudy,574,48.8,Low
2025-01-10,22,15,4,0,Prem Nagar,Fog,397,45.2,Low
2025-04-20,20,30,6,1,Dharampur Chowk,Fog,323,44.6,Low
2025-10-17,7,15,4,0,ISBT,Fog,549,39.0,Low
2025-03-17,13,15,0,0,Dharampur Chowk,Rain,781,39.6,Medium
2025-08-11,19,30,0,0,Clock Tower,Cloudy,1464,34.7,High
2025-07-31,14,30,3,0,Dharampur Chowk,Cloudy,1028,43.3,Medium
2025-05-12,13,45,0,0,Rajpur Road,Clear,966,39.8,Medium
2025-03-18,12,0,1,0,Rajpur Road,Rain,455,46.4,Low
2025-08-26,21,45,1,0,Ballupur Chowk,Clear,703,49.4,Medium
2025-04-14,11,30,0,0,Rajpur Road,Clear,536,46.7,Low
2025-05-13,14,15,1,0,Dharampur Chowk,Clear,728,43.4,Medium
2025-09-06,6,0,5,1,Clock Tower,Rain,583,40.3,Low
2025-11-05,15,0,2,0,Ballupur Chowk,Rain,621,40.6,Low
2025-12-10,8,45,2,0,Dharampur Chowk,Cloudy,1203,34.4,High
2025-05-01,9,0,3,0,Prem Nagar,Rain,884,28.4,Medium
2025-09-12,8,15,4,0,Prem Nagar,Clear,960,36.4,Medium
2025-06-10,16,45,1,0,Dharampur Chowk,Cloudy,685,47.5,Medium
2025-08-05,12,15,1,0,Clock Tower,Cloudy,728,49.2,Medium
2025-04-20,14,45,6,1,Ballupur Chowk,Rain,667,45.7,Medium
2025-10-29,7,45,2,0,Prem Nagar,Rain,513,42.0,Low
2025-12-25,9,30,3,0,Prem Nagar,Fog,870,31.3,Medium
2025-09-01,13,30,0,0,Rajpur Road,Rain,741,37.6,Medium
2025-09-01,17,30,0,0,Clock Tower,Clear,1361,32.4,High
2025-12-06,7,15,5,1,ISBT,Fog,578,38.0,Low
2025-06-08,17,0,6,1,Prem Nagar,Cloudy,956,39.6,Medium
2025-08-15,18,0,4,0,Ballupur Chowk,Rain,1071,35.5,High
2025-06-04,8,15,2,0,ISBT,Cloudy,1331,35.8,High
2025-03-24,20,30,0,0,Dharampur Chowk,Fog,339,48.1,Low
2025-01-18,14,0,5,1,Ballupur Chowk,Fog,733,36.8,Medium
2025-07-31,16,45,3,0,Clock Tower,Cloudy,792,41.1,Medium
2025-12-24,14,0,2,0,ISBT,Fog,910,34.6,Medium
2025-11-05,16,45,2,0,Dharampur Chowk,Clear,581,50.5,Low
2025-01-27,11,45,0,0,Dharampur Chowk,Cloudy,647,46.6,Low
2025-01-02,18,15,3,0,Dharampur Chowk,Rain,944,33.6,Medium
2025-06-10,8,0,1,0,Rajpur Road,Cloudy,1218,37.9,High
2025-09-22,10,45,0,0,ISBT,Fog,475,47.4,Low
2025-09-02,10,30,1,0,Rajpur Road,Rain,647,42.6,Low
2025-05-25,12,0,6,1,Ballupur Chowk,Rain,490,42.4,Low
2025-04-04,18,45,4,0,Prem Nagar,Cloudy,1015,40.7,Medium
2025-01-11,6,15,5,1,Clock Tower,Fog,468,36.6,Low
2025-04-12,14,15,5,1,Clock Tower,Fog,712,36.4,Medium
2025-11-13,19,30,3,0,Rajpur Road,Clear,1095,36.8,High
2025-07-08,11,0,1,0,Clock Tower,Fog,493,45.6,Low
2025-08-21,21,0,3,0,Rajpur Road,Cloudy,658,41.6,Medium
2025-04-08,14,30,1,0,Dharampur Chowk,Fog,726,32.0,Medium
2025-07-15,10,45,1,0,Rajpur Road,Cloudy,700,43.6,Medium
2025-05-25,12,45,6,1,Rajpur Road,Fog,390,45.4,Low
2025-03-16,6,30,6,1,ISBT,Cloudy,527,43.3,Low
2025-11-13,20,15,3,0,ISBT,Fog,518,42.7,Low
2025-02-13,6,45,3,0,Rajpur Road,Rain,404,35.7,Low
2025-12-21,18,15,6,1,Dharampur Chowk,Fog,777,37.6,Medium
2025-12-29,19,30,0,0,Clock Tower,Clear,1500,32.2,High
2025-10-13,7,0,0,0,ISBT,Cloudy,709,48.3,Medium
2025-08-30,17,0,5,1,Clock Tower,Rain,924,35.6,Medium
2025-09-16,18,30,1,0,Ballupur Chowk,Rain,1232,33.7,High
2025-03-09,7,15,6,1,ISBT,Cloudy,590,46.7,Low
2025-09-15,21,30,0,0,Ballupur Chowk,Cloudy,466,46.4,Low
2025-02-15,16,45,5,1,Rajpur Road,Rain,483,40.2,Low
2025-03-01,16,0,5,1,Rajpur Road,Fog,402,42.6,Low
2025-05-24,17,45,5,1,ISBT,Rain,1126,34.4,High
2025-11-10,14,30,0,0,Ballupur Chowk,Cloudy,943,40.9,Medium
2025-06-11,21,15,2,0,Prem Nagar,Fog,438,41.2,Low
2025-01-28,12,15,1,0,Clock Tower,Cloudy,644,46.5,Low
2025-04-04,7,45,4,0,ISBT,Cloudy,799,37.4,Medium
2025-12-28,20,45,6,1,Clock Tower,Fog,540,38.3,Low
2025-01-21,20,30,1,0,Dharampur Chowk,Fog,482,43.7,Low
2025-08-23,21,0,5,1,Dharampur Chowk,Cloudy,390,47.3,Low
2025-03-05,17,0,2,0,Rajpur Road,Rain,1100,31.9,High
2025-04-03,11,30,3,0,Prem Nagar,Cloudy,650,43.1,Medium
2025-10-26,6,15,6,1,Ballupur Chowk,Clear,494,48.6,Low
2025-05-07,21,0,2,0,ISBT,Clear,610,45.1,Low
2025-05-26,9,45,0,0,ISBT,Clear,1439,33.4,High
2025-06-15,10,0,6,1,Clock Tower,Fog,440,39.1,Low
2025-12-29,21,45,0,0,Dharampur Chowk,Rain,383,45.5,Low
2025-11-01,6,30,5,1,Clock Tower,Fog,587,38.7,Low
2025-06-16,10,15,0,0,Clock Tower,Rain,610,43.4,Low
2025-06-15,7,0,6,1,Prem Nagar,Fog,229,48.8,Low
2025-02-17,18,30,0,0,Rajpur Road,Cloudy,1326,41.0,High
2025-07-24,8,0,3,0,Rajpur Road,Cloudy,1169,43.8,High
2025-07-18,18,30,4,0,Dharampur Chowk,Cloudy,1317,37.8,High
2025-03-03,15,45,0,0,Ballupur Chowk,Rain,589,40.8,Low
2025-12-17,10,30,2,0,Dharampur Chowk,Clear,656,46.0,Medium
2025-07-08,22,15,1,0,Ballupur Chowk,Fog,349,38.7,Low
2025-07-18,21,30,4,0,Prem Nagar,Fog,375,42.6,Low
2025-02-16,19,30,6,1,Prem Nagar,Cloudy,923,45.5,Medium
2025-08-11,19,0,0,0,Clock Tower,Rain,1107,34.6,High
2025-08-26,13,15,1,0,Ballupur Chowk,Clear,826,45.5,Medium
2025-05-29,20,45,3,0,Clock Tower,Fog,518,40.9,Low
2025-06-03,10,15,1,0,Dharampur Chowk,Rain,435,47.6,Low
2025-05-08,22,45,3,0,ISBT,Clear,790,45.5,Medium
2025-10-10,8,0,4,0,Prem Nagar,Clear,964,43.0,Medium
2025-09-19,19,45,4,0,Clock Tower,Fog,1066,34.3,High
2025-12-05,14,30,4,0,ISBT,Clear,1215,40.9,High
2025-09-15,6,0,0,0,Dharampur Chowk,Fog,390,42.5,Low
2025-04-02,11,45,2,0,Clock Tower,Clear,554,48.8,Low
2025-08-02,15,30,5,1,Prem Nagar,Fog,367,36.1,Low
2025-12-10,20,30,2,0,ISBT,Cloudy,649,44.9,Low
2025-04-19,11,0,5,1,Dharampur Chowk,Rain,404,40.6,Low
2025-12-11,9,45,3,0,Prem Nagar,Clear,1006,41.4,Medium
2025-01-03,18,0,4,0,Clock Tower,Cloudy,1458,31.9,High
2025-12-02,21,45,1,0,Dharampur Chowk,Fog,532,44.4,Low
2025-12-03,21,30,2,0,Prem Nagar,Rain,400,42.4,Low
2025-12-20,18,30,5,1,Clock Tower,Cloudy,1292,35.5,High
2025-03-11,6,15,1,0,Clock Tower,Clear,646,48.0,Low
2025-12-23,12,0,1,0,Rajpur Road,Fog,315,46.5,Low
2025-11-29,10,15,5,1,Ballupur Chowk,Cloudy,571,45.6,Low
2025-02-14,15,45,4,0,Rajpur Road,Fog,460,40.3,Low
2025-08-05,6,0,1,0,Rajpur Road,Cloudy,475,52.7,Low
2025-12-26,20,45,4,0,Ballupur Chowk,Clear,637,47.2,Low
2025-08-19,13,15,1,0,ISBT,Fog,943,30.5,Medium
2025-01-27,16,0,0,0,Clock Tower,Fog,564,38.1,Low
2025-08-01,21,30,4,0,Clock Tower,Fog,594,32.1,Medium
2025-07-24,21,45,3,0,Rajpur Road,Clear,577,44.9,Low
2025-09-28,6,45,6,1,Prem Nagar,Rain,407,45.6,Low
2025-10-11,8,30,5,1,Dharampur Chowk,Fog,705,34.8,Medium
2025-08-31,9,45,6,1,Prem Nagar,Rain,737,36.8,Medium
2025-08-18,19,0,0,0,Rajpur Road,Rain,1190,31.9,High
2025-04-09,21,30,2,0,Ballupur Chowk,Cloudy,432,47.7,Low
2025-09-17,13,30,2,0,Prem Nagar,Fog,514,34.8,Medium
2025-03-09,15,45,6,1,Ballupur Chowk,Rain,385,44.8,Low
2025-08-30,11,15,5,1,ISBT,Clear,707,45.8,Medium
2025-12-08,21,15,0,0,Rajpur Road,Cloudy,565,48.3,Low
2025-03-22,21,0,5,1,Ballupur Chowk,Fog,394,39.3,Low
2025-06-05,13,15,3,0,Prem Nagar,Clear,655,40.4,Medium
2025-01-10,17,30,4,0,ISBT,Cloudy,1552,33.3,High
2025-03-31,22,0,0,0,Clock Tower,Rain,584,40.4,Low
2025-08-09,9,15,5,1,Clock Tower,Cloudy,1099,41.1,High
2025-09-07,14,30,6,1,ISBT,Clear,815,45.7,Medium
2025-10-13,14,15,0,0,Dharampur Chowk,Clear,779,41.6,Medium
2025-12-28,7,45,6,1,Ballupur Chowk,Clear,421,47.5,Low
2025-02-24,9,0,0,0,Prem Nagar,Clear,1053,41.5,High
2025-03-27,9,15,3,0,ISBT,Cloudy,1562,34.3,High
2025-05-30,20,45,4,0,Dharampur Chowk,Clear,472,47.3,Low
2025-03-20,17,30,3,0,Rajpur Road,Clear,1185,42.1,High
2025-04-14,20,45,0,0,Clock Tower,Cloudy,595,49.2,Low
2025-08-31,16,30,6,1,Prem Nagar,Cloudy,506,53.3,Low
2025-02-13,14,30,3,0,Dharampur Chowk,Fog,654,39.8,Medium
2025-07-04,13,15,4,0,Prem Nagar,Fog,780,34.0,Medium
2025-04-27,10,45,6,1,Ballupur Chowk,Fog,308,37.0,Low
2025-08-23,22,30,5,1,Clock Tower,Fog,504,34.2,Medium
2025-03-16,6,0,6,1,Clock Tower,Rain,473,44.6,Low
2025-06-11,18,15,2,0,Ballupur Chowk,Clear,1366,36.8,High
2025-07-21,7,15,0,0,Prem Nagar,Clear,505,51.6,Low
2025-11-20,22,30,3,0,Ballupur Chowk,Fog,430,38.8,Low
2025-12-15,15,30,0,0,ISBT,Clear,645,48.3,Low
2025-05-24,22,15,5,1,Dharampur Chowk,Fog,453,41.9,Low
2025-08-17,12,45,6,1,Dharampur Chowk,Rain,523,39.0,Low
2025-11-29,18,15,5,1,ISBT,Clear,1415,39.4,High
2025-01-19,16,45,6,1,Dharampur Chowk,Cloudy,559,52.4,Low
2025-09-24,15,15,2,0,Clock Tower,Rain,459,41.9,Low
2025-09-24,16,15,2,0,Clock Tower,Clear,599,48.6,Low
2025-10-04,14,15,5,1,ISBT,Fog,653,39.9,Medium
2025-09-16,9,0,1,0,ISBT,Rain,1382,32.3,High
2025-11-18,22,30,1,0,Clock Tower,Clear,680,42.3,Medium
2025-11-30,9,45,6,1,ISBT,Clear,1133,42.6,High
2025-08-21,16,15,3,0,Dharampur Chowk,Cloudy,651,45.6,Medium
2025-06-29,15,30,6,1,Dharampur Chowk,Cloudy,466,42.3,Low
2025-07-13,22,15,6,1,Clock Tower,Rain,417,49.8,Low
2025-09-22,12,30,0,0,Ballupur Chowk,Clear,531,48.0,Low
2025-03-17,19,45,0,0,Clock Tower,Clear,1484,30.0,High
2025-02-01,19,15,5,1,Ballupur Chowk,Cloudy,1221,40.4,High
2025-08-17,8,30,6,1,Dharampur Chowk,Fog,763,44.7,Medium
2025-10-29,22,45,2,0,ISBT,Fog,432,44.0,Low
2025-11-22,19,45,5,1,Dharampur Chowk,Fog,799,37.9,Medium
2025-08-02,11,15,5,1,Prem Nagar,Cloudy,470,46.1,Low
2025-09-06,20,15,5,1,Dharampur Chowk,Clear,494,42.4,Low
2025-12-22,12,45,0,0,Ballupur Chowk,Clear,682,46.2,Medium
2025-03-22,17,0,5,1,Prem Nagar,Fog,758,39.3,Medium
2025-02-26,9,30,2,0,Prem Nagar,Rain,906,37.5,Medium
2025-01-21,22,15,1,0,Clock Tower,Rain,521,40.4,Low
2025-06-06,17,30,4,0,ISBT,Fog,1301,32.7,High
2025-01-15,10,15,2,0,Prem Nagar,Fog,370,41.9,Low
2025-01-25,15,30,5,1,Rajpur Road,Cloudy,449,52.1,Low
2025-09-08,6,0,0,0,Prem Nagar,Rain,491,48.8,Low
2025-02-04,7,45,1,0,Ballupur Chowk,Rain,500,41.7,Low
2025-10-17,20,30,4,0,Ballupur Chowk,Fog,525,41.4,Low
2025-11-07,10,15,4,0,Prem Nagar,Fog,372,39.1,Low
2025-08-19,20,15,1,0,Dharampur Chowk,Rain,575,43.9,Low
2025-02-15,19,45,5,1,Rajpur Road,Fog,775,40.0,Medium
2025-06-23,7,45,0,0,Dharampur Chowk,Rain,598,41.9,Low
2025-11-27,8,15,3,0,Dharampur Chowk,Clear,1127,40.6,High
2025-10-20,15,0,0,0,Dharampur Chowk,Clear,491,48.1,Low
2025-04-09,7,15,2,0,Ballupur Chowk,Clear,461,51.0,Low
2025-03-03,11,0,0,0,ISBT,Cloudy,617,50.7,Low
2025-05-06,20,0,1,0,Prem Nagar,Rain,412,43.5,Low
2025-07-25,7,45,4,0,Clock Tower,Rain,542,41.4,Low
2025-08-12,11,45,1,0,Clock Tower,Rain,705,32.5,Medium
2025-07-15,14,0,1,0,Clock Tower,Clear,1111,40.1,High
2025-10-05,11,30,6,1,Rajpur Road,Cloudy,425,45.7,Low
2025-05-11,8,15,6,1,ISBT,Fog,1095,28.5,High
2025-12-14,11,0,6,1,Prem Nagar,Rain,280,49.4,Low
2025-04-03,6,0,3,0,ISBT,Fog,592,35.7,Low
2025-02-20,16,15,3,0,Ballupur Chowk,Rain,587,38.5,Low
2025-05-13,18,0,1,0,Clock Tower,Cloudy,1562,35.9,High
2025-05-03,13,45,5,1,Prem Nagar,Fog,550,40.2,Low
2025-02-28,14,0,4,0,ISBT,Fog,1007,32.6,Medium
2025-10-11,19,0,5,1,Ballupur Chowk,Clear,1054,41.3,High
2025-07-28,13,0,0,0,ISBT,Clear,1250,34.1,High
2025-05-07,10,30,2,0,Prem Nagar,Fog,361,43.1,Low
2025-08-17,8,15,6,1,Rajpur Road,Rain,890,34.3,Medium
2025-10-04,11,15,5,1,Prem Nagar,Fog,421,47.9,Low
2025-10-12,20,0,6,1,Clock Tower,Fog,463,37.7,Low
2025-11-14,15,15,4,0,Clock Tower,Clear,534,48.1,Low
2025-09-04,14,30,3,0,Dharampur Chowk,Fog,776,37.3,Medium
2025-06-29,12,30,6,1,Clock Tower,Cloudy,587,44.8,Low
2025-10-01,8,30,2,0,Clock Tower,Fog,965,35.7,Medium
2025-12-24,9,15,2,0,Dharampur Chowk,Rain,1082,29.9,High
2025-08-10,12,30,6,1,Dharampur Chowk,Rain,556,43.8,Low
2025-11-22,14,45,5,1,ISBT,Cloudy,1079,35.6,High
2025-12-06,16,30,5,1,Rajpur Road,Fog,288,42.4,Low
2025-11-03,16,0,0,0,Dharampur Chowk,Cloudy,628,51.4,Low
2025-11-27,6,45,3,0,Clock Tower,Clear,714,44.1,Medium
2025-12-11,11,45,3,0,Prem Nagar,Fog,307,46.3,Low
2025-07-21,8,0,0,0,Prem Nagar,Clear,897,47.1,Medium
2025-12-10,20,0,2,0,ISBT,Fog,542,44.0,Low
2025-11-04,17,45,1,0,Rajpur Road,Clear,1302,36.0,High
2025-03-05,20,30,2,0,Rajpur Road,Fog,426,39.9,Low
2025-01-05,13,0,6,1,ISBT,Rain,863,37.9,Medium
2025-04-09,8,30,2,0,Dharampur Chowk,Cloudy,1129,38.4,High
2025-04-30,21,30,2,0,Clock Tower,Rain,598,35.1,Low
2025-09-10,12,0,2,0,Rajpur Road,Fog,504,36.9,Low
2025-02-26,14,45,2,0,Rajpur Road,Cloudy,849,37.8,Medium
2025-12-04,11,0,3,0,Prem Nagar,Cloudy,368,45.7,Low
2025-02-03,10,30,0,0,Prem Nagar,Cloudy,455,54.4,Low
2025-09-25,14,15,3,0,Dharampur Chowk,Clear,817,43.9,Medium
2025-12-21,14,45,6,1,Clock Tower,Fog,718,37.1,Medium
2025-11-25,7,30,1,0,Ballupur Chowk,Fog,500,36.3,Low
2025-05-21,9,45,2,0,Ballupur Chowk,Rain,1256,37.5,High
2025-09-22,7,15,0,0,Clock Tower,Rain,457,40.4,Low
2025-08-04,20,30,0,0,Clock Tower,Fog,504,36.9,Low
2025-04-10,16,0,3,0,Prem Nagar,Clear,527,45.3,Low
2025-04-26,19,0,5,1,Rajpur Road,Cloudy,1287,40.2,High
2025-03-26,16,30,2,0,Clock Tower,Clear,675,48.4,Medium
2025-01-15,21,45,2,0,Clock Tower,Rain,680,38.6,Medium
2025-05-09,13,0,4,0,Ballupur Chowk,Cloudy,955,41.6,Medium
2025-06-24,7,30,1,0,Prem Nagar,Cloudy,580,47.1,Low
2025-02-07,20,0,4,0,Dharampur Chowk,Fog,322,40.0,Low
2025-10-24,9,0,4,0,Clock Tower,Clear,1310,36.1,High
2025-07-13,16,0,6,1,Rajpur Road,Clear,655,41.5,Medium
2025-08-15,7,30,4,0,Prem Nagar,Fog,430,45.3,Low
2025-02-03,9,0,0,0,Prem Nagar,Clear,1156,37.3,High
2025-05-31,18,45,5,1,Clock Tower,Fog,994,34.5,Medium
2025-04-30,6,45,2,0,Ballupur Chowk,Fog,522,39.2,Low
2025-08-08,9,30,4,0,Dharampur Chowk,Clear,1156,30.9,High
2025-08-21,22,30,3,0,Prem Nagar,Cloudy,566,47.3,Low
2025-02-25,9,0,1,0,Prem Nagar,Clear,957,47.5,Medium
2025-10-31,12,15,4,0,Dharampur Chowk,Rain,450,42.4,Low
2025-07-01,19,45,1,0,Dharampur Chowk,Fog,1116,28.6,High
2025-04-06,13,15,6,1,Clock Tower,Clear,813,42.9,Medium
2025-03-07,15,45,4,0,Prem Nagar,Rain,506,43.4,Low
2025-06-09,10,15,0,0,Ballupur Chowk,Rain,466,41.7,Low
2025-11-05,16,30,2,0,ISBT,Clear,658,45.4,Medium
2025-09-23,10,0,1,0,Rajpur Road,Clear,619,47.4,Low
2025-08-05,17,15,1,0,Rajpur Road,Cloudy,1168,41.5,High
2025-02-05,16,15,2,0,Dharampur Chowk,Fog,468,44.5,Low
2025-12-22,20,30,0,0,Prem Nagar,Rain,474,46.5,Low
2025-11-12,15,45,2,0,ISBT,Cloudy,779,47.9,Medium
2025-02-23,20,0,6,1,Ballupur Chowk,Cloudy,607,46.0,Low
2025-01-02,13,15,3,0,Ballupur Chowk,Cloudy,1202,40.5,High
2025-05-03,21,30,5,1,Dharampur Chowk,Fog,427,37.1,Low
2025-04-16,18,15,2,0,Clock Tower,Rain,1160,34.3,High
2025-01-06,8,30,0,0,Clock Tower,Clear,1327,34.2,High
2025-03-14,15,45,4,0,Rajpur Road,Rain,537,47.1,Low
2025-01-23,6,15,3,0,Rajpur Road,Rain,582,38.3,Low
2025-03-31,13,30,0,0,Dharampur Chowk,Cloudy,893,39.8,Medium
2025-06-23,13,15,0,0,Rajpur Road,Clear,865,41.4,Medium
2025-04-01,14,0,1,0,Clock Tower,Cloudy,1021,36.6,Medium
2025-07-14,9,30,0,0,Rajpur Road,Rain,1042,33.4,Medium
2025-08-22,13,30,4,0,ISBT,Cloudy,903,48.3,Medium
2025-09-27,19,0,5,1,Clock Tower,Cloudy,1340,34.7,High
2025-03-08,12,15,5,1,Prem Nagar,Fog,333,38.7,Low
2025-12-22,17,30,0,0,Prem Nagar,Fog,967,38.9,Medium
2025-11-22,13,0,5,1,Prem Nagar,Cloudy,679,48.4,Medium
2025-10-02,15,15,3,0,ISBT,Cloudy,756,40.2,Medium
2025-01-28,14,15,1,0,Prem Nagar,Fog,565,39.3,Low
2025-04-18,8,45,4,0,Dharampur Chowk,Clear,1084,38.9,High
2025-03-27,22,45,3,0,Dharampur Chowk,Rain,497,42.7,Low
2025-09-13,22,45,5,1,Rajpur Road,Rain,451,40.4,Low
2025-12-31,17,45,2,0,Dharampur Chowk,Fog,899,30.3,Medium
2025-08-31,14,45,6,1,Dharampur Chowk,Clear,808,37.1,Medium
2025-04-17,13,15,3,0,Ballupur Chowk,Cloudy,1112,43.3,High
2025-07-22,12,30,1,0,Ballupur Chowk,Fog,482,32.3,Medium
2025-10-20,11,30,0,0,ISBT,Clear,677,45.1,Medium
2025-03-10,8,30,0,0,Ballupur Chowk,Rain,1059,33.3,High
2025-04-28,7,45,0,0,Prem Nagar,Rain,561,44.0,Low
2025-08-07,20,45,3,0,Ballupur Chowk,Fog,433,36.0,Low
2025-07-08,21,30,1,0,ISBT,Fog,539,38.7,Low
2025-01-13,11,45,0,0,Rajpur Road,Rain,566,40.3,Low
2025-11-27,8,30,3,0,Clock Tower,Rain,1225,38.3,High
2025-09-14,22,0,6,1,ISBT,Cloudy,696,44.9,Medium
2025-02-20,9,0,3,0,ISBT,Clear,1399,33.9,High
2025-10-07,12,30,1,0,Rajpur Road,Rain,620,39.3,Low
2025-05-09,15,30,4,0,Rajpur Road,Cloudy,617,46.3,Low
2025-10-06,14,0,0,0,ISBT,Rain,935,32.5,Medium
2025-06-27,18,45,4,0,Prem Nagar,Clear,1065,39.6,High
2025-08-30,22,15,5,1,Ballupur Chowk,Cloudy,605,44.8,Low
2025-04-27,12,45,6,1,Rajpur Road,Fog,495,37.3,Low
2025-08-25,16,0,0,0,ISBT,Cloudy,879,37.2,Medium
2025-08-08,19,15,4,0,Ballupur Chowk,Fog,1116,32.5,High
2025-10-13,6,30,0,0,Rajpur Road,Cloudy,550,48.4,Low
2025-06-06,6,45,4,0,Dharampur Chowk,Rain,606,34.7,Medium
2025-06-23,13,45,0,0,Ballupur Chowk,Fog,817,27.8,Medium
2025-12-20,15,30,5,1,Prem Nagar,Clear,337,55.1,Low
2025-10-18,7,15,5,1,Rajpur Road,Rain,400,40.8,Low
2025-10-18,18,45,5,1,Rajpur Road,Fog,832,41.3,Medium
2025-02-02,18,15,6,1,Ballupur Chowk,Clear,1002,37.5,Medium
2025-06-18,20,30,2,0,Clock Tower,Cloudy,810,49.0,Medium
2025-02-23,11,0,6,1,Dharampur Chowk,Fog,372,38.0,Low
2025-01-14,11,15,1,0,Clock Tower,Fog,694,41.9,Medium
2025-05-26,12,15,0,0,ISBT,Clear,761,41.7,Medium
2025-08-21,7,30,3,0,Prem Nagar,Clear,483,47.6,Low
2025-03-29,16,45,5,1,Ballupur Chowk,Cloudy,592,50.9,Low
2025-02-26,10,45,2,0,Ballupur Chowk,Clear,704,41.7,Medium
2025-07-19,12,15,5,1,Rajpur Road,Rain,557,43.0,Low
2025-08-10,21,15,6,1,Prem Nagar,Rain,427,48.3,Low
2025-10-28,12,45,1,0,ISBT,Cloudy,653,45.6,Medium
2025-01-04,10,45,5,1,Clock Tower,Fog,405,36.5,Low
2025-11-06,13,30,3,0,Prem Nagar,Fog,625,45.6,Low
2025-08-24,20,0,6,1,Dharampur Chowk,Clear,329,50.2,Low
2025-05-28,20,30,2,0,Dharampur Chowk,Rain,555,42.4,Low
2025-07-20,11,45,6,1,Rajpur Road,Cloudy,513,43.8,Low
2025-11-13,19,45,3,0,Ballupur Chowk,Cloudy,1438,32.2,High
2025-12-24,9,45,2,0,Dharampur Chowk,Clear,946,45.1,Medium
2025-05-03,11,30,5,1,Dharampur Chowk,Rain,505,42.9,Low
2025-12-08,8,15,0,0,Ballupur Chowk,Fog,1032,35.5,Medium
2025-10-11,9,30,5,1,Clock Tower,Clear,1136,41.5,High
2025-09-16,16,45,1,0,Ballupur Chowk,Cloudy,641,49.8,Low
2025-05-10,12,0,5,1,Ballupur Chowk,Clear,564,47.5,Low
2025-02-07,20,45,4,0,ISBT,Fog,463,41.2,Low
2025-04-10,18,0,3,0,Clock Tower,Rain,1197,31.0,High
2025-02-28,10,30,4,0,Dharampur Chowk,Fog,383,38.3,Low
2025-09-06,20,0,5,1,Clock Tower,Cloudy,757,48.2,Medium
2025-08-13,10,45,2,0,ISBT,Cloudy,895,38.5,Medium
2025-03-29,6,0,5,1,Rajpur Road,Rain,453,39.6,Low
2025-03-05,18,15,2,0,Clock Tower,Clear,1348,33.0,High
2025-12-13,14,15,5,1,Ballupur Chowk,Rain,842,36.8,Medium
2025-04-02,12,0,2,0,Dharampur Chowk,Cloudy,674,47.2,Medium
2025-08-15,7,0,4,0,Ballupur Chowk,Rain,754,34.8,Medium
2025-08-16,7,0,5,1,Clock Tower,Fog,548,42.6,Low
2025-04-14,13,30,0,0,Rajpur Road,Cloudy,863,45.7,Medium
2025-02-16,6,45,6,1,Clock Tower,Clear,586,45.9,Low
2025-06-22,12,0,6,1,Rajpur Road,Clear,431,46.7,Low
2025-12-07,11,15,6,1,Clock Tower,Fog,611,38.3,Low
2025-09-20,9,30,5,1,ISBT,Cloudy,1324,33.7,High
2025-11-16,12,45,6,1,Ballupur Chowk,Clear,476,51.4,Low
2025-04-29,12,0,1,0,ISBT,Rain,528,41.2,Low
2025-03-30,6,45,6,1,Dharampur Chowk,Rain,431,44.2,Low
2025-01-07,18,15,1,0,Ballupur Chowk,Cloudy,1405,36.1,High
2025-02-03,14,30,0,0,Clock Tower,Clear,1064,42.0,High
2025-04-22,19,30,1,0,Prem Nagar,Fog,753,35.4,Medium
2025-02-22,11,30,5,1,Clock Tower,Rain,599,44.1,Low
2025-11-20,18,15,3,0,ISBT,Cloudy,1473,35.0,High
2025-11-22,16,45,5,1,Clock Tower,Rain,345,45.2,Low
2025-01-10,20,45,4,0,Prem Nagar,Cloudy,663,42.7,Medium
2025-09-15,6,15,0,0,Clock Tower,Clear,591,48.8,Low
2025-06-08,13,45,6,1,Rajpur Road,Clear,639,44.0,Low
2025-01-31,10,30,4,0,Ballupur Chowk,Rain,618,39.3,Low
2025-04-14,10,45,0,0,Rajpur Road,Clear,566,49.1,Low
2025-05-02,20,30,4,0,Rajpur Road,Rain,560,42.8,Low
2025-06-12,7,45,3,0,Dharampur Chowk,Rain,477,44.3,Low
2025-01-13,13,30,0,0,ISBT,Cloudy,1128,40.3,High
2025-04-16,7,15,2,0,Dharampur Chowk,Cloudy,548,46.6,Low
2025-11-08,18,30,5,1,Rajpur Road,Fog,769,35.9,Medium
2025-11-19,6,0,2,0,Ballupur Chowk,Clear,568,43.5,Low
2025-04-09,7,15,2,0,Rajpur Road,Cloudy,634,46.6,Low
2025-02-16,11,15,6,1,Rajpur Road,Clear,559,45.7,Low
2025-08-07,20,30,3,0,Rajpur Road,Cloudy,646,47.4,Low
2025-05-06,19,15,1,0,Prem Nagar,Cloudy,1127,36.4,High
2025-06-05,15,45,3,0,Dharampur Chowk,Cloudy,600,47.5,Low
2025-05-20,21,0,1,0,ISBT,Fog,566,32.7,Medium
2025-07-13,11,45,6,1,Ballupur Chowk,Fog,443,47.3,Low
2025-09-16,19,15,1,0,Ballupur Chowk,Clear,1323,33.9,High
2025-07-15,19,0,1,0,ISBT,Cloudy,1613,32.9,High
2025-10-11,11,30,5,1,Ballupur Chowk,Fog,526,35.7,Low
2025-06-06,20,30,4,0,Ballupur Chowk,Fog,565,40.7,Low
2025-02-06,16,15,3,0,Dharampur Chowk,Fog,437,41.8,Low
